Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
NXP,NXP-MCU165000,ARM Cortex-M3,480,512,1,0.5,"CAN, SPI, UART, Ethernet",7.39,0.249,29,5.0,DIP,2023,Industrial
Microchip,MIC-MCU165001,ARM Cortex-M7,200,512,128,1.0,"UART, USB",3.05,0.654,88,1.8,BGA,2020,Medical
STMicroelectronics,STM-MCU165002,AVR 8-bit,240,256,16,0.0,"Ethernet, I2C, USB, SPI, PWM",9.72,0.685,62,5.0,BGA,2023,IoT
Texas Instruments,TEX-MCU165003,ARM Cortex-M7,120,128,128,0.5,"PWM, I2C, CAN, SPI",1.31,1.131,6,2.5,DIP,2020,IoT
STMicroelectronics,STM-MCU165004,ARM Cortex-M0,120,128,2,0.0,"UART, PWM",6.3,0.172,96,5.0,DIP,2015,Consumer
STMicroelectronics,STM-MCU165005,ARM Cortex-M3,32,32,1,8.0,"UART, USB, PWM, SPI, CAN",1.41,1.224,88,3.3,TSSOP,2017,IoT
Renesas,REN-MCU165006,ARM Cortex-M4,200,32,64,4.0,"PWM, CAN, I2C, SPI, UART",5.19,0.078,59,1.8,TSSOP,2005,Automotive
Infineon,INF-MCU165007,ARM Cortex-M0,48,512,8,8.0,"I2C, Ethernet",1.18,1.164,73,3.3,BGA,2015,Medical
NXP,NXP-MCU165008,RISC-V,200,128,2,1.0,"CAN, SPI, USB, UART",10.68,0.842,10,1.8,SOIC,2013,Medical
Microchip,MIC-MCU165009,8051,72,64,1,8.0,"CAN, Ethernet, SPI, I2C, PWM",9.82,1.101,50,5.0,QFN,2006,Consumer
Espressif,ESP-MCU165010,ARM Cortex-M7,200,2048,2,4.0,"PWM, UART, CAN, Ethernet",6.25,0.303,46,3.3,SOIC,2023,Industrial
NXP,NXP-MCU165011,MIPS32,16,32,128,0.0,"I2C, SPI, Ethernet, PWM, USB",6.44,1.426,41,3.3,QFN,2005,IoT
Espressif,ESP-MCU165012,ARM Cortex-M0,480,16,512,1.0,"USB, CAN, UART, SPI",6.26,0.474,57,2.5,SOIC,2020,Consumer
