Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Microchip,MIC-MCU250000,8051,120,128,128,0.0,"I2C, USB, PWM, CAN",5.74,0.902,71,5.0,QFN,2016,Automotive
Espressif,ESP-MCU250001,8051,120,256,128,0.5,"PWM, I2C, SPI, USB, UART",5.28,0.673,50,3.3,BGA,2005,Wearable
Infineon,INF-MCU250002,ARM Cortex-M3,120,2048,64,0.0,"I2C, PWM",4.21,1.271,20,2.5,QFN,2016,Automotive
NXP,NXP-MCU250003,8051,16,512,32,0.0,"USB, I2C",5.98,0.861,83,2.5,LQFP,2023,Medical
Analog Devices,ANA-MCU250004,MIPS32,120,2048,4,0.5,"UART, CAN",10.32,0.839,70,5.0,TSSOP,2008,Wearable
Renesas,REN-MCU250005,ARM Cortex-M4,48,16,4,1.0,"USB, I2C, UART, PWM",5.65,1.218,78,5.0,TSSOP,2008,Automotive
Microchip,MIC-MCU250006,AVR 8-bit,16,64,2,8.0,"I2C, UART, USB, PWM, SPI",7.17,0.575,46,3.3,QFN,2009,IoT
Texas Instruments,TEX-MCU250007,ARM Cortex-M0,200,32,128,8.0,"Ethernet, UART, USB, CAN, SPI",9.86,0.556,12,2.5,DIP,2013,Medical
Infineon,INF-MCU250008,AVR 8-bit,72,128,1,4.0,"PWM, UART, SPI, I2C",1.33,0.731,60,3.3,BGA,2009,Consumer
STMicroelectronics,STM-MCU250009,ARM Cortex-M7,240,256,512,8.0,"I2C, Ethernet, USB, PWM",2.86,1.018,88,3.3,DIP,2024,Automotive
Microchip,MIC-MCU250010,RISC-V,120,64,4,8.0,"PWM, USB, CAN, Ethernet",3.54,1.398,67,5.0,DIP,2009,IoT
NXP,NXP-MCU250011,8051,72,32,4,0.0,"Ethernet, USB, CAN, UART",9.13,0.934,60,5.0,LQFP,2015,Consumer
Espressif,ESP-MCU250012,RISC-V,48,2048,256,8.0,"UART, PWM",3.51,0.052,92,2.5,SOIC,2023,Industrial
Analog Devices,ANA-MCU250013,ARM Cortex-M4,480,1024,256,4.0,"I2C, USB, UART, SPI, CAN",2.93,1.34,10,2.5,BGA,2021,Automotive
Silicon Labs,SIL-MCU250014,ARM Cortex-M0,168,16,16,2.0,"UART, CAN, PWM, Ethernet, SPI",8.57,0.398,21,1.8,SOIC,2007,Wearable
Espressif,ESP-MCU250015,MIPS32,8,2048,1,4.0,"PWM, UART, I2C, USB, SPI",3.96,0.503,8,1.8,BGA,2022,Automotive
Texas Instruments,TEX-MCU250016,ARM Cortex-M7,120,128,32,4.0,"Ethernet, PWM, CAN, UART, I2C",1.05,1.432,14,2.5,TSSOP,2010,IoT
STMicroelectronics,STM-MCU250017,ARM Cortex-M3,480,128,16,1.0,"PWM, CAN, USB",6.76,0.388,35,3.3,LQFP,2016,Industrial
STMicroelectronics,STM-MCU250018,ARM Cortex-M7,8,128,64,0.5,"Ethernet, SPI, I2C, USB",6.5,1.259,94,2.5,DIP,2007,Industrial
Nordic Semiconductor,NOR-MCU250019,MIPS32,8,256,128,1.0,"Ethernet, PWM, CAN, I2C",11.94,0.011,53,1.8,SOIC,2011,Industrial
STMicroelectronics,STM-MCU250020,8051,8,512,64,2.0,"UART, USB, Ethernet",1.69,1.129,29,3.3,SOIC,2021,Medical
STMicroelectronics,STM-MCU250021,RISC-V,120,128,4,0.0,"Ethernet, USB",4.26,0.198,57,5.0,SOIC,2013,Automotive
Silicon Labs,SIL-MCU250022,ARM Cortex-M3,240,128,4,1.0,"Ethernet, CAN, UART, USB",6.69,1.087,88,1.8,QFN,2024,Automotive
Espressif,ESP-MCU250023,ARM Cortex-M0,240,512,1,8.0,"SPI, Ethernet, UART, USB, CAN",5.23,1.271,46,1.8,DIP,2021,IoT
Analog Devices,ANA-MCU250024,8051,240,2048,128,1.0,"UART, PWM, USB, SPI, Ethernet",5.75,0.227,63,5.0,SOIC,2008,Consumer
Silicon Labs,SIL-MCU250025,RISC-V,72,16,16,1.0,"Ethernet, PWM, UART, CAN",1.73,0.326,30,2.5,DIP,2023,Medical
Silicon Labs,SIL-MCU250026,ARM Cortex-M4,16,32,128,1.0,"PWM, I2C, Ethernet",6.31,1.257,14,5.0,BGA,2020,Consumer
Microchip,MIC-MCU250027,ARM Cortex-M0,240,16,1,1.0,"SPI, Ethernet",3.48,1.224,82,2.5,SOIC,2011,Consumer
Texas Instruments,TEX-MCU250028,ARM Cortex-M4,72,2048,2,4.0,"I2C, SPI, PWM",1.35,0.035,99,2.5,BGA,2013,Automotive
Espressif,ESP-MCU250029,AVR 8-bit,48,32,32,8.0,"UART, USB, PWM, I2C, Ethernet",0.78,1.488,22,3.3,TSSOP,2024,Wearable
Analog Devices,ANA-MCU250030,8051,200,16,8,1.0,"I2C, UART, Ethernet, PWM, USB",1.48,1.191,17,2.5,BGA,2009,IoT
Renesas,REN-MCU250031,AVR 8-bit,168,2048,1,0.0,"Ethernet, I2C, SPI, USB",3.25,0.681,35,5.0,BGA,2015,Wearable
NXP,NXP-MCU250032,ARM Cortex-M0,480,32,256,2.0,"PWM, USB, Ethernet, I2C",2.97,1.261,42,5.0,SOIC,2020,Industrial
Microchip,MIC-MCU250033,ARM Cortex-M0,168,64,256,0.0,"I2C, SPI, UART",2.83,0.387,7,2.5,SOIC,2020,Industrial
Nordic Semiconductor,NOR-MCU250034,8051,240,512,1,1.0,"Ethernet, CAN, SPI, USB",3.2,1.316,48,1.8,TSSOP,2023,Wearable
Texas Instruments,TEX-MCU250035,ARM Cortex-M0,240,2048,32,4.0,"UART, Ethernet, USB",8.64,0.092,17,2.5,DIP,2015,Wearable
NXP,NXP-MCU250036,RISC-V,240,64,8,2.0,"Ethernet, I2C, CAN, UART",9.73,0.727,97,1.8,BGA,2015,Consumer
Texas Instruments,TEX-MCU250037,RISC-V,32,1024,128,0.5,"Ethernet, UART, USB",9.28,0.205,97,2.5,SOIC,2020,Wearable
Renesas,REN-MCU250038,ARM Cortex-M3,120,256,2,8.0,"SPI, PWM, USB, I2C",8.52,1.328,65,2.5,LQFP,2023,Consumer
STMicroelectronics,STM-MCU250039,8051,32,16,1,0.0,"PWM, SPI, Ethernet, UART, CAN",7.7,1.471,41,2.5,LQFP,2018,Medical
Espressif,ESP-MCU250040,ARM Cortex-M7,480,256,128,0.0,"Ethernet, CAN, SPI, UART, I2C",10.96,1.12,9,2.5,SOIC,2017,Automotive
Analog Devices,ANA-MCU250041,AVR 8-bit,240,1024,256,0.0,"UART, USB, PWM, Ethernet, CAN",7.21,0.572,30,5.0,TSSOP,2016,Medical
Microchip,MIC-MCU250042,ARM Cortex-M4,168,512,256,2.0,"SPI, Ethernet, PWM, CAN, I2C",4.25,0.059,60,1.8,BGA,2024,Industrial
Analog Devices,ANA-MCU250043,ARM Cortex-M0,120,128,16,2.0,"SPI, PWM, CAN, USB, UART",8.09,0.821,83,5.0,LQFP,2008,Industrial
Renesas,REN-MCU250044,AVR 8-bit,120,2048,1,8.0,"SPI, UART",6.15,0.512,50,1.8,BGA,2006,Medical
Texas Instruments,TEX-MCU250045,ARM Cortex-M3,168,1024,2,2.0,"I2C, UART",10.86,0.664,57,1.8,LQFP,2012,Wearable
Renesas,REN-MCU250046,AVR 8-bit,480,256,1,0.0,"USB, Ethernet, PWM, SPI, UART",7.38,0.116,9,3.3,QFN,2024,Medical
Espressif,ESP-MCU250047,AVR 8-bit,8,512,512,8.0,"Ethernet, I2C",5.68,0.433,69,1.8,LQFP,2005,Medical
Silicon Labs,SIL-MCU250048,ARM Cortex-M4,72,1024,256,0.5,"USB, CAN, SPI",2.26,0.98,30,1.8,LQFP,2019,IoT
NXP,NXP-MCU250049,ARM Cortex-M3,168,32,256,2.0,"CAN, I2C, Ethernet, USB",11.65,0.812,70,1.8,QFN,2005,Automotive
