Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Espressif,ESP-MCU315000,AVR 8-bit,72,64,1,4.0,"Ethernet, I2C, PWM",4.54,0.724,33,1.8,QFN,2018,Industrial
Silicon Labs,SIL-MCU315001,ARM Cortex-M0,240,32,256,4.0,"SPI, USB",4.71,0.024,34,3.3,DIP,2005,Automotive
STMicroelectronics,STM-MCU315002,ARM Cortex-M3,120,512,256,0.0,"I2C, PWM, Ethernet, SPI, UART",8.76,1.471,17,2.5,TSSOP,2016,Wearable
Silicon Labs,SIL-MCU315003,MIPS32,200,2048,1,4.0,"Ethernet, SPI, PWM, UART",6.33,0.23,15,2.5,LQFP,2010,Wearable
Analog Devices,ANA-MCU315004,RISC-V,16,512,8,0.5,"SPI, USB, PWM",3.27,0.035,35,1.8,TSSOP,2013,Automotive
Renesas,REN-MCU315005,MIPS32,200,512,128,4.0,"PWM, SPI, USB, UART, Ethernet",10.93,0.309,18,5.0,BGA,2017,Medical
Analog Devices,ANA-MCU315006,RISC-V,120,2048,32,2.0,"SPI, CAN",1.07,0.492,72,3.3,LQFP,2023,Industrial
Infineon,INF-MCU315007,ARM Cortex-M4,240,256,32,4.0,"SPI, I2C, PWM, CAN, UART",2.93,0.325,61,5.0,LQFP,2011,Automotive
Espressif,ESP-MCU315008,ARM Cortex-M7,120,128,8,0.0,"Ethernet, PWM",5.11,1.152,23,2.5,LQFP,2008,Medical
STMicroelectronics,STM-MCU315009,ARM Cortex-M7,72,64,1,8.0,"Ethernet, CAN",7.63,0.773,32,2.5,BGA,2020,Automotive
Infineon,INF-MCU315010,ARM Cortex-M7,16,32,16,4.0,"USB, I2C, PWM",9.91,0.44,96,5.0,QFN,2011,Consumer
Renesas,REN-MCU315011,ARM Cortex-M0,200,32,8,0.0,"Ethernet, I2C, PWM",11.93,0.839,96,2.5,DIP,2006,IoT
STMicroelectronics,STM-MCU315012,ARM Cortex-M7,240,32,2,0.5,"UART, Ethernet, USB, SPI",5.86,0.472,76,2.5,TSSOP,2020,Medical
Infineon,INF-MCU315013,MIPS32,32,1024,256,4.0,"SPI, Ethernet, USB, PWM",9.82,0.14,86,5.0,LQFP,2011,Wearable
Texas Instruments,TEX-MCU315014,AVR 8-bit,120,128,32,0.5,"Ethernet, CAN",5.9,0.091,25,1.8,DIP,2005,Automotive
STMicroelectronics,STM-MCU315015,ARM Cortex-M7,480,512,256,8.0,"UART, USB",10.36,0.253,96,1.8,QFN,2020,Industrial
Espressif,ESP-MCU315016,RISC-V,48,64,128,0.0,"USB, UART, SPI",8.61,0.986,74,2.5,BGA,2012,Consumer
Silicon Labs,SIL-MCU315017,8051,8,128,8,0.0,"Ethernet, SPI, PWM",8.63,0.116,29,5.0,QFN,2005,IoT
Texas Instruments,TEX-MCU315018,8051,72,16,128,4.0,"Ethernet, UART, PWM",11.39,0.082,37,2.5,DIP,2008,Automotive
Texas Instruments,TEX-MCU315019,MIPS32,480,64,32,4.0,"I2C, USB, PWM, Ethernet",9.02,0.846,22,2.5,QFN,2014,Wearable
Microchip,MIC-MCU315020,ARM Cortex-M7,48,512,8,8.0,"I2C, UART, PWM",2.14,0.904,64,2.5,TSSOP,2007,Wearable
NXP,NXP-MCU315021,ARM Cortex-M0,8,1024,8,0.5,"UART, I2C, Ethernet, SPI, PWM",8.53,0.127,19,5.0,TSSOP,2022,Automotive
Silicon Labs,SIL-MCU315022,ARM Cortex-M7,168,256,2,2.0,"SPI, I2C, UART",7.61,1.002,33,1.8,SOIC,2009,Industrial
Espressif,ESP-MCU315023,8051,32,1024,512,1.0,"Ethernet, I2C, CAN, SPI, PWM",4.98,0.113,19,2.5,DIP,2020,Wearable
Renesas,REN-MCU315024,MIPS32,168,16,32,2.0,"Ethernet, UART, USB, CAN",9.58,1.481,26,1.8,TSSOP,2018,IoT
Analog Devices,ANA-MCU315025,8051,8,1024,32,0.0,"PWM, I2C, CAN, USB",10.66,1.426,31,5.0,BGA,2012,Automotive
STMicroelectronics,STM-MCU315026,MIPS32,200,32,8,8.0,"USB, Ethernet, SPI, UART, CAN",9.69,0.746,40,1.8,BGA,2010,Consumer
Microchip,MIC-MCU315027,MIPS32,200,128,2,4.0,"Ethernet, CAN, SPI, I2C, USB",4.06,1.088,74,2.5,LQFP,2024,IoT
NXP,NXP-MCU315028,MIPS32,120,128,256,4.0,"Ethernet, PWM, I2C, USB, SPI",0.51,0.391,11,3.3,DIP,2012,Consumer
Nordic Semiconductor,NOR-MCU315029,ARM Cortex-M7,200,64,128,0.0,"UART, PWM, CAN, USB",6.47,0.618,70,1.8,TSSOP,2013,Wearable
Espressif,ESP-MCU315030,ARM Cortex-M0,168,32,32,4.0,"PWM, SPI",4.29,0.219,19,2.5,TSSOP,2023,Consumer
Silicon Labs,SIL-MCU315031,ARM Cortex-M7,32,128,32,2.0,"PWM, I2C, CAN, UART, SPI",6.6,1.436,64,3.3,SOIC,2016,IoT
Espressif,ESP-MCU315032,ARM Cortex-M3,72,512,4,0.5,"USB, PWM, SPI, UART, I2C",2.44,0.493,68,3.3,SOIC,2007,Medical
Silicon Labs,SIL-MCU315033,8051,72,1024,16,2.0,"CAN, SPI, I2C, USB",6.03,1.052,6,3.3,BGA,2018,Industrial
Renesas,REN-MCU315034,8051,32,64,512,0.5,"USB, Ethernet, I2C, SPI",7.6,0.551,20,5.0,SOIC,2024,Automotive
STMicroelectronics,STM-MCU315035,ARM Cortex-M3,240,16,128,2.0,"USB, PWM, I2C",3.04,0.815,33,2.5,QFN,2012,Wearable
