Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Nordic Semiconductor,NOR-MCU210000,ARM Cortex-M7,8,256,64,8.0,"SPI, UART, PWM, Ethernet, CAN",7.01,0.033,11,1.8,LQFP,2022,IoT
Espressif,ESP-MCU210001,ARM Cortex-M7,200,512,32,8.0,"SPI, I2C, USB, Ethernet",3.09,0.17,52,5.0,BGA,2020,Industrial
Microchip,MIC-MCU210002,8051,72,32,16,2.0,"PWM, UART, SPI, CAN",8.64,1.259,30,2.5,TSSOP,2020,Consumer
Texas Instruments,TEX-MCU210003,ARM Cortex-M0,480,2048,8,0.5,"I2C, CAN",11.69,0.87,24,2.5,QFN,2009,Wearable
Microchip,MIC-MCU210004,8051,8,128,16,0.0,"USB, PWM, Ethernet",8.75,0.859,96,2.5,LQFP,2012,Automotive
Analog Devices,ANA-MCU210005,MIPS32,168,32,64,0.5,"Ethernet, CAN, USB",8.4,1.013,65,3.3,DIP,2022,Automotive
STMicroelectronics,STM-MCU210006,RISC-V,72,16,256,0.0,"USB, SPI, CAN",6.16,1.439,84,5.0,TSSOP,2009,Medical
Infineon,INF-MCU210007,ARM Cortex-M0,32,512,8,2.0,"Ethernet, CAN, I2C, USB",8.22,0.794,60,2.5,SOIC,2014,IoT
Texas Instruments,TEX-MCU210008,AVR 8-bit,168,512,128,2.0,"PWM, I2C, CAN",10.36,1.457,43,1.8,DIP,2021,Medical
Microchip,MIC-MCU210009,ARM Cortex-M0,72,2048,16,8.0,"UART, SPI",3.18,1.358,64,1.8,SOIC,2021,Automotive
Nordic Semiconductor,NOR-MCU210010,ARM Cortex-M7,200,256,4,0.0,"UART, CAN",3.22,0.28,20,2.5,DIP,2023,Wearable
NXP,NXP-MCU210011,ARM Cortex-M4,200,1024,512,8.0,"PWM, SPI",9.9,0.529,41,5.0,QFN,2024,Wearable
Espressif,ESP-MCU210012,ARM Cortex-M3,16,256,256,1.0,"Ethernet, PWM, I2C",3.29,0.317,60,3.3,SOIC,2007,IoT
Infineon,INF-MCU210013,ARM Cortex-M4,16,32,256,1.0,"I2C, Ethernet, CAN, SPI, UART",9.17,0.554,90,5.0,QFN,2012,Consumer
Nordic Semiconductor,NOR-MCU210014,ARM Cortex-M0,72,32,256,2.0,"I2C, PWM, UART, CAN, USB",11.17,0.333,30,3.3,DIP,2015,Consumer
Espressif,ESP-MCU210015,ARM Cortex-M3,8,512,256,1.0,"PWM, USB, I2C, Ethernet",5.75,1.209,99,1.8,BGA,2009,Industrial
Espressif,ESP-MCU210016,8051,240,32,128,1.0,"UART, PWM",8.32,1.274,58,1.8,SOIC,2009,Industrial
NXP,NXP-MCU210017,ARM Cortex-M4,480,1024,512,0.0,"SPI, UART, CAN, Ethernet",6.99,0.706,51,1.8,TSSOP,2011,Wearable
NXP,NXP-MCU210018,ARM Cortex-M7,72,128,8,0.5,"UART, Ethernet, CAN",6.29,0.127,16,3.3,TSSOP,2017,Industrial
NXP,NXP-MCU210019,MIPS32,168,32,32,4.0,"USB, Ethernet, UART, I2C",3.55,0.54,78,2.5,QFN,2010,IoT
Analog Devices,ANA-MCU210020,MIPS32,32,128,2,1.0,"PWM, I2C, UART, CAN",11.4,0.491,38,2.5,BGA,2009,Wearable
Analog Devices,ANA-MCU210021,8051,48,2048,1,4.0,"CAN, UART, Ethernet, USB",7.95,0.646,89,1.8,DIP,2018,Automotive
Analog Devices,ANA-MCU210022,8051,168,64,128,2.0,"I2C, USB, CAN, PWM, Ethernet",4.41,1.427,10,2.5,SOIC,2021,IoT
Nordic Semiconductor,NOR-MCU210023,8051,240,2048,4,1.0,"CAN, SPI, USB",4.9,0.682,88,1.8,TSSOP,2010,Consumer
NXP,NXP-MCU210024,ARM Cortex-M4,200,2048,16,8.0,"USB, SPI, I2C, CAN",4.47,0.684,23,2.5,LQFP,2024,Consumer
NXP,NXP-MCU210025,8051,168,128,16,8.0,"PWM, I2C",4.28,1.077,11,5.0,BGA,2015,Automotive
NXP,NXP-MCU210026,RISC-V,120,2048,64,1.0,"SPI, UART, CAN, PWM, USB",2.38,0.912,46,3.3,TSSOP,2009,IoT
NXP,NXP-MCU210027,ARM Cortex-M4,8,512,512,2.0,"USB, CAN, UART, Ethernet",4.66,0.507,13,5.0,DIP,2012,Industrial
Silicon Labs,SIL-MCU210028,AVR 8-bit,480,512,8,8.0,"CAN, I2C, UART, SPI, PWM",4.77,0.77,25,5.0,LQFP,2009,Medical
Silicon Labs,SIL-MCU210029,ARM Cortex-M4,72,1024,512,0.5,"UART, USB",5.6,1.227,37,3.3,QFN,2005,Medical
Infineon,INF-MCU210030,8051,480,512,512,0.0,"PWM, SPI, UART",8.84,1.244,93,1.8,DIP,2005,IoT
Texas Instruments,TEX-MCU210031,8051,200,16,256,8.0,"SPI, Ethernet, USB, UART, CAN",6.59,1.423,27,2.5,QFN,2009,Medical
STMicroelectronics,STM-MCU210032,ARM Cortex-M3,240,32,8,2.0,"Ethernet, I2C, PWM",5.69,1.016,97,1.8,LQFP,2008,Industrial
STMicroelectronics,STM-MCU210033,ARM Cortex-M7,16,2048,128,4.0,"I2C, PWM, CAN, UART, SPI",9.02,0.998,80,1.8,TSSOP,2014,IoT
Renesas,REN-MCU210034,ARM Cortex-M0,16,32,128,4.0,"USB, I2C, UART, Ethernet, SPI",7.28,1.105,18,3.3,QFN,2006,Automotive
Espressif,ESP-MCU210035,ARM Cortex-M0,32,256,32,0.0,"SPI, CAN, I2C, Ethernet",2.72,0.142,59,5.0,SOIC,2021,Automotive
NXP,NXP-MCU210036,8051,240,256,256,0.0,"I2C, UART, SPI, USB, CAN",11.41,0.102,75,2.5,SOIC,2014,Wearable
Analog Devices,ANA-MCU210037,ARM Cortex-M7,480,32,32,1.0,"USB, I2C, CAN",5.9,0.352,21,2.5,TSSOP,2012,Automotive
Infineon,INF-MCU210038,ARM Cortex-M4,72,32,16,2.0,"UART, Ethernet, SPI, CAN, I2C",11.44,0.411,33,1.8,SOIC,2005,Industrial
Infineon,INF-MCU210039,AVR 8-bit,200,512,4,2.0,"UART, SPI, Ethernet, I2C, CAN",10.02,1.014,38,5.0,QFN,2023,Consumer
STMicroelectronics,STM-MCU210040,AVR 8-bit,16,256,32,2.0,"CAN, SPI, USB",5.08,0.62,9,5.0,LQFP,2005,Medical
Microchip,MIC-MCU210041,ARM Cortex-M0,16,32,1,1.0,"USB, I2C, CAN",5.53,0.485,60,2.5,BGA,2014,IoT
Renesas,REN-MCU210042,8051,72,64,128,0.0,"Ethernet, UART, PWM, CAN",6.37,1.424,87,1.8,LQFP,2013,Industrial
Infineon,INF-MCU210043,ARM Cortex-M3,8,64,256,1.0,"Ethernet, CAN, USB",2.12,1.457,49,2.5,SOIC,2016,Medical
Infineon,INF-MCU210044,ARM Cortex-M7,168,1024,1,1.0,"PWM, CAN, I2C, USB, SPI",1.13,1.216,36,5.0,LQFP,2019,Industrial
Texas Instruments,TEX-MCU210045,ARM Cortex-M3,8,2048,2,0.5,"CAN, UART",1.93,0.124,64,2.5,QFN,2017,Industrial
Espressif,ESP-MCU210046,ARM Cortex-M7,16,512,2,0.0,"USB, CAN, I2C",11.64,0.914,37,1.8,BGA,2005,Consumer
Silicon Labs,SIL-MCU210047,AVR 8-bit,120,32,4,0.0,"CAN, PWM, SPI, USB",11.0,0.083,91,2.5,DIP,2017,Medical
Renesas,REN-MCU210048,MIPS32,16,1024,512,4.0,"PWM, CAN, UART, USB",1.33,0.151,81,1.8,DIP,2015,Wearable
Texas Instruments,TEX-MCU210049,AVR 8-bit,168,256,8,8.0,"UART, CAN, I2C",11.67,1.462,25,3.3,SOIC,2023,IoT
Silicon Labs,SIL-MCU210050,ARM Cortex-M7,480,128,256,0.0,"Ethernet, CAN, UART, SPI",4.59,0.431,19,5.0,TSSOP,2009,Medical
Texas Instruments,TEX-MCU210051,ARM Cortex-M3,8,512,64,1.0,"UART, I2C",3.3,0.055,63,3.3,TSSOP,2016,IoT
STMicroelectronics,STM-MCU210052,8051,200,64,32,0.5,"UART, PWM, Ethernet, SPI",9.25,1.362,70,1.8,SOIC,2010,Industrial
Silicon Labs,SIL-MCU210053,ARM Cortex-M3,8,64,16,0.0,"I2C, UART, PWM, Ethernet, SPI",10.0,0.869,6,2.5,BGA,2014,Consumer
STMicroelectronics,STM-MCU210054,MIPS32,120,128,32,8.0,"PWM, I2C",6.83,1.429,8,2.5,LQFP,2017,IoT
Analog Devices,ANA-MCU210055,MIPS32,168,32,4,8.0,"CAN, USB",4.61,1.139,24,1.8,DIP,2016,Wearable
Microchip,MIC-MCU210056,ARM Cortex-M7,200,128,1,1.0,"PWM, CAN, USB",4.8,1.439,79,2.5,SOIC,2018,IoT
Microchip,MIC-MCU210057,8051,48,256,512,0.0,"I2C, CAN, USB, SPI, UART",8.97,1.346,77,1.8,QFN,2017,Consumer
Nordic Semiconductor,NOR-MCU210058,RISC-V,480,32,16,1.0,"I2C, CAN",8.88,0.821,61,3.3,QFN,2020,Medical
Analog Devices,ANA-MCU210059,MIPS32,8,64,128,2.0,"I2C, USB",1.84,1.075,21,2.5,TSSOP,2019,Industrial
NXP,NXP-MCU210060,ARM Cortex-M4,240,1024,2,8.0,"UART, Ethernet",5.4,0.355,77,3.3,LQFP,2011,Consumer
Texas Instruments,TEX-MCU210061,ARM Cortex-M0,480,64,2,1.0,"CAN, Ethernet, I2C",2.36,0.244,74,2.5,DIP,2011,Wearable
Texas Instruments,TEX-MCU210062,8051,16,64,128,1.0,"PWM, CAN, I2C, UART",8.55,1.117,97,2.5,BGA,2020,Consumer
Renesas,REN-MCU210063,8051,72,16,512,2.0,"I2C, CAN",11.02,0.686,43,2.5,SOIC,2024,Consumer
Silicon Labs,SIL-MCU210064,ARM Cortex-M4,8,16,1,1.0,"I2C, CAN, USB",4.73,0.505,74,2.5,BGA,2018,Consumer
NXP,NXP-MCU210065,ARM Cortex-M3,16,2048,256,8.0,"Ethernet, UART, SPI, PWM, CAN",8.95,0.221,68,5.0,SOIC,2023,IoT
Infineon,INF-MCU210066,8051,120,64,16,4.0,"I2C, USB, PWM, CAN",5.15,0.45,83,5.0,QFN,2020,Industrial
Silicon Labs,SIL-MCU210067,8051,32,2048,2,0.0,"I2C, PWM",9.78,0.535,95,5.0,TSSOP,2009,Industrial
NXP,NXP-MCU210068,MIPS32,72,2048,2,1.0,"UART, PWM",8.96,1.031,89,2.5,LQFP,2020,Automotive
Espressif,ESP-MCU210069,AVR 8-bit,16,64,256,1.0,"PWM, I2C, UART, Ethernet, SPI",8.38,0.479,60,2.5,LQFP,2024,Automotive
Microchip,MIC-MCU210070,AVR 8-bit,480,128,2,0.0,"CAN, Ethernet, UART",9.08,1.3,19,3.3,QFN,2013,Wearable
Silicon Labs,SIL-MCU210071,ARM Cortex-M3,48,32,4,4.0,"I2C, USB",3.97,1.348,70,3.3,DIP,2014,Consumer
Silicon Labs,SIL-MCU210072,MIPS32,240,256,4,0.5,"UART, USB, SPI, I2C, PWM",8.02,0.454,39,5.0,DIP,2021,IoT
NXP,NXP-MCU210073,8051,16,32,256,1.0,"SPI, Ethernet",1.09,1.165,51,5.0,LQFP,2020,Automotive
Silicon Labs,SIL-MCU210074,AVR 8-bit,16,16,8,8.0,"PWM, SPI, Ethernet",1.44,0.419,70,5.0,BGA,2016,Consumer
Analog Devices,ANA-MCU210075,ARM Cortex-M4,240,256,2,1.0,"Ethernet, CAN, I2C",11.15,0.363,54,2.5,LQFP,2019,Consumer
Infineon,INF-MCU210076,MIPS32,240,16,64,1.0,"SPI, PWM, I2C, CAN",0.71,1.216,82,3.3,TSSOP,2013,Wearable
Silicon Labs,SIL-MCU210077,8051,120,32,1,4.0,"SPI, Ethernet, CAN",6.82,1.183,68,2.5,SOIC,2006,Consumer
Silicon Labs,SIL-MCU210078,AVR 8-bit,480,128,64,4.0,"UART, CAN, I2C",4.97,0.321,49,3.3,DIP,2014,Industrial
Silicon Labs,SIL-MCU210079,ARM Cortex-M3,168,16,128,2.0,"Ethernet, SPI, UART, PWM",8.39,0.995,84,2.5,TSSOP,2009,Medical
Infineon,INF-MCU210080,RISC-V,16,128,512,4.0,"USB, UART, PWM",2.19,0.488,80,2.5,DIP,2012,Medical
Infineon,INF-MCU210081,RISC-V,168,32,8,0.0,"PWM, I2C, UART, Ethernet, CAN",10.13,0.362,84,1.8,TSSOP,2021,Consumer
NXP,NXP-MCU210082,ARM Cortex-M3,72,32,32,8.0,"Ethernet, PWM, CAN",10.07,1.469,89,3.3,SOIC,2024,Wearable
Texas Instruments,TEX-MCU210083,ARM Cortex-M7,168,64,256,2.0,"CAN, Ethernet",10.38,0.856,70,1.8,TSSOP,2015,Automotive
Analog Devices,ANA-MCU210084,8051,120,1024,8,4.0,"CAN, I2C",7.23,1.172,84,2.5,QFN,2018,Industrial
Analog Devices,ANA-MCU210085,ARM Cortex-M4,16,512,4,0.5,"CAN, UART",6.71,1.213,53,5.0,BGA,2022,Wearable
STMicroelectronics,STM-MCU210086,RISC-V,200,512,8,2.0,"CAN, SPI, Ethernet, UART",9.49,1.314,42,1.8,QFN,2020,Medical
NXP,NXP-MCU210087,ARM Cortex-M7,48,16,32,0.5,"USB, UART, CAN, PWM",8.18,0.011,97,1.8,TSSOP,2022,Wearable
Nordic Semiconductor,NOR-MCU210088,AVR 8-bit,32,32,256,0.0,"PWM, USB",11.66,0.614,52,2.5,SOIC,2024,IoT
Texas Instruments,TEX-MCU210089,AVR 8-bit,120,1024,8,4.0,"USB, CAN, PWM",10.31,1.082,98,3.3,BGA,2018,Consumer
STMicroelectronics,STM-MCU210090,ARM Cortex-M3,240,16,2,0.0,"UART, SPI, I2C",4.21,1.42,99,5.0,BGA,2024,Automotive
Espressif,ESP-MCU210091,ARM Cortex-M3,32,1024,4,0.5,"UART, SPI, I2C, Ethernet, CAN",3.1,0.071,8,2.5,BGA,2007,IoT
NXP,NXP-MCU210092,ARM Cortex-M0,120,128,512,0.0,"Ethernet, PWM, SPI, I2C",10.63,0.374,86,5.0,QFN,2010,Industrial
Infineon,INF-MCU210093,ARM Cortex-M7,240,512,8,0.5,"I2C, CAN, SPI, USB, PWM",2.59,0.086,30,5.0,DIP,2008,Wearable
Silicon Labs,SIL-MCU210094,ARM Cortex-M0,480,2048,512,4.0,"CAN, USB",8.44,0.94,20,3.3,TSSOP,2011,Automotive
STMicroelectronics,STM-MCU210095,ARM Cortex-M4,200,128,32,0.0,"PWM, Ethernet, USB, UART, I2C",8.04,0.212,76,1.8,LQFP,2021,Medical
Infineon,INF-MCU210096,ARM Cortex-M4,16,128,4,8.0,"SPI, USB, PWM",3.03,0.713,30,1.8,QFN,2005,Wearable
Analog Devices,ANA-MCU210097,RISC-V,168,512,256,8.0,"I2C, Ethernet",7.21,0.368,92,1.8,TSSOP,2020,Automotive
Infineon,INF-MCU210098,ARM Cortex-M4,120,2048,2,1.0,"SPI, USB, CAN, PWM, UART",3.04,0.841,7,2.5,QFN,2005,Consumer
