Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Texas Instruments,TEX-MCU40000,RISC-V,72,128,2,2.0,"CAN, Ethernet, I2C, SPI",2.82,1.406,56,3.3,LQFP,2024,Automotive
NXP,NXP-MCU40001,8051,200,512,512,8.0,"USB, Ethernet, SPI, UART",8.46,1.292,45,3.3,DIP,2017,Wearable
Texas Instruments,TEX-MCU40002,RISC-V,200,2048,8,0.5,"PWM, UART, USB, SPI, I2C",7.34,0.208,94,2.5,QFN,2015,Industrial
Texas Instruments,TEX-MCU40003,RISC-V,8,64,8,2.0,"CAN, PWM, I2C, SPI",4.05,0.618,49,5.0,TSSOP,2009,Industrial
Texas Instruments,TEX-MCU40004,RISC-V,200,256,8,0.5,"USB, SPI",2.5,1.148,31,3.3,LQFP,2014,Consumer
STMicroelectronics,STM-MCU40005,RISC-V,480,128,32,0.5,"USB, CAN, PWM, I2C, SPI",4.56,0.181,34,1.8,LQFP,2006,IoT
Texas Instruments,TEX-MCU40006,ARM Cortex-M3,200,256,2,0.0,"I2C, PWM, USB, SPI, UART",1.81,0.65,35,5.0,QFN,2019,Automotive
Espressif,ESP-MCU40007,8051,120,16,8,0.0,"CAN, USB, PWM",2.05,0.9,56,1.8,LQFP,2021,Industrial
NXP,NXP-MCU40008,ARM Cortex-M0,72,512,16,4.0,"Ethernet, PWM, CAN",0.6,0.207,35,2.5,LQFP,2015,Medical
Analog Devices,ANA-MCU40009,AVR 8-bit,32,256,512,8.0,"SPI, I2C",4.11,0.278,63,2.5,DIP,2010,Medical
Texas Instruments,TEX-MCU40010,RISC-V,168,1024,512,1.0,"USB, CAN, Ethernet",5.17,0.808,94,5.0,BGA,2011,Industrial
Espressif,ESP-MCU40011,AVR 8-bit,72,16,1,1.0,"I2C, Ethernet",5.48,0.472,15,3.3,BGA,2010,Medical
Renesas,REN-MCU40012,RISC-V,32,2048,256,2.0,"USB, PWM",11.85,1.437,55,3.3,QFN,2012,Medical
Nordic Semiconductor,NOR-MCU40013,8051,32,64,4,4.0,"CAN, SPI, USB",10.21,0.425,29,1.8,DIP,2021,Medical
Nordic Semiconductor,NOR-MCU40014,ARM Cortex-M3,240,512,1,2.0,"USB, UART",7.67,0.42,17,3.3,QFN,2017,Consumer
Renesas,REN-MCU40015,ARM Cortex-M4,32,128,64,2.0,"Ethernet, PWM, USB, SPI",1.65,0.035,54,1.8,DIP,2024,IoT
Espressif,ESP-MCU40016,ARM Cortex-M0,72,32,512,0.0,"CAN, USB, SPI",5.21,1.138,30,5.0,BGA,2010,Automotive
Espressif,ESP-MCU40017,RISC-V,16,128,2,1.0,"CAN, I2C, Ethernet, USB, PWM",2.51,0.352,52,3.3,QFN,2010,Industrial
Espressif,ESP-MCU40018,ARM Cortex-M7,32,16,512,4.0,"SPI, I2C, USB, UART",7.17,0.626,31,2.5,LQFP,2012,Medical
Nordic Semiconductor,NOR-MCU40019,8051,8,64,128,2.0,"Ethernet, I2C",7.79,0.884,65,2.5,BGA,2023,Industrial
STMicroelectronics,STM-MCU40020,ARM Cortex-M4,32,16,32,0.0,"Ethernet, UART",3.26,0.137,26,2.5,BGA,2021,Industrial
STMicroelectronics,STM-MCU40021,ARM Cortex-M0,16,16,2,0.0,"SPI, Ethernet",2.08,0.37,7,2.5,DIP,2015,Consumer
Infineon,INF-MCU40022,AVR 8-bit,200,1024,256,0.5,"Ethernet, SPI, CAN, PWM",1.81,0.978,22,2.5,TSSOP,2013,IoT
Silicon Labs,SIL-MCU40023,ARM Cortex-M0,168,128,512,8.0,"I2C, CAN",9.98,1.077,93,1.8,SOIC,2023,Automotive
Nordic Semiconductor,NOR-MCU40024,MIPS32,168,512,64,2.0,"USB, SPI, Ethernet, CAN, UART",1.86,0.117,88,3.3,SOIC,2019,Wearable
Infineon,INF-MCU40025,AVR 8-bit,32,512,16,1.0,"PWM, Ethernet, USB, SPI",10.72,0.816,49,3.3,LQFP,2024,Medical
Nordic Semiconductor,NOR-MCU40026,ARM Cortex-M4,480,2048,8,2.0,"UART, Ethernet",10.74,1.06,6,1.8,DIP,2015,IoT
Renesas,REN-MCU40027,AVR 8-bit,120,32,512,4.0,"Ethernet, SPI",4.2,0.07,26,5.0,DIP,2016,IoT
STMicroelectronics,STM-MCU40028,ARM Cortex-M0,200,2048,2,0.5,"SPI, UART, CAN, PWM, Ethernet",1.58,0.539,49,2.5,QFN,2019,IoT
STMicroelectronics,STM-MCU40029,AVR 8-bit,120,512,4,0.0,"CAN, Ethernet",9.78,1.136,95,3.3,SOIC,2015,Automotive
Silicon Labs,SIL-MCU40030,MIPS32,480,64,8,8.0,"USB, CAN",2.5,0.113,38,3.3,DIP,2016,Consumer
Analog Devices,ANA-MCU40031,ARM Cortex-M4,480,1024,4,0.0,"USB, I2C, Ethernet",11.09,0.369,31,5.0,BGA,2005,Wearable
Texas Instruments,TEX-MCU40032,RISC-V,240,64,32,4.0,"USB, I2C, PWM, UART",5.51,1.197,14,1.8,LQFP,2009,Medical
Analog Devices,ANA-MCU40033,ARM Cortex-M4,8,64,128,0.5,"Ethernet, SPI, UART, PWM",10.12,0.453,92,1.8,QFN,2022,Wearable
Espressif,ESP-MCU40034,ARM Cortex-M0,200,1024,512,2.0,"UART, PWM, Ethernet",1.87,1.06,81,5.0,BGA,2024,Medical
Silicon Labs,SIL-MCU40035,ARM Cortex-M4,32,2048,256,0.5,"SPI, CAN, PWM, UART",9.77,0.751,18,5.0,LQFP,2016,Consumer
Renesas,REN-MCU40036,ARM Cortex-M0,200,32,8,0.5,"Ethernet, USB, I2C",10.59,1.151,23,2.5,LQFP,2022,Medical
Texas Instruments,TEX-MCU40037,ARM Cortex-M3,48,256,32,2.0,"UART, SPI, Ethernet, CAN",8.21,0.952,85,1.8,QFN,2016,IoT
Analog Devices,ANA-MCU40038,8051,16,1024,256,4.0,"PWM, I2C",6.15,0.819,27,5.0,DIP,2009,IoT
Texas Instruments,TEX-MCU40039,ARM Cortex-M7,32,16,2,0.0,"UART, PWM",0.61,0.975,61,1.8,BGA,2017,Automotive
Infineon,INF-MCU40040,ARM Cortex-M3,120,16,1,2.0,"UART, I2C, PWM",5.15,0.204,33,5.0,TSSOP,2013,Industrial
NXP,NXP-MCU40041,ARM Cortex-M3,480,128,64,0.0,"I2C, PWM",9.0,1.337,72,5.0,TSSOP,2020,IoT
