Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Renesas,REN-MCU495000,ARM Cortex-M7,168,64,64,0.0,"PWM, I2C, SPI, USB, Ethernet",3.26,1.497,54,1.8,LQFP,2016,IoT
Texas Instruments,TEX-MCU495001,RISC-V,48,128,32,2.0,"SPI, USB, Ethernet",2.09,0.804,25,3.3,QFN,2021,Industrial
Microchip,MIC-MCU495002,RISC-V,240,1024,512,2.0,"SPI, UART",6.18,0.647,52,2.5,TSSOP,2024,Consumer
Microchip,MIC-MCU495003,8051,8,64,32,1.0,"PWM, Ethernet, USB, I2C, UART",7.73,0.147,29,3.3,SOIC,2021,Industrial
NXP,NXP-MCU495004,MIPS32,8,64,16,1.0,"Ethernet, USB, CAN, SPI",10.16,0.654,7,5.0,LQFP,2015,IoT
Microchip,MIC-MCU495005,MIPS32,32,16,32,4.0,"SPI, PWM",11.85,1.004,82,5.0,DIP,2005,Medical
Renesas,REN-MCU495006,ARM Cortex-M4,480,32,1,8.0,"PWM, Ethernet, UART, CAN",3.96,0.713,97,2.5,LQFP,2011,Medical
STMicroelectronics,STM-MCU495007,AVR 8-bit,48,256,512,1.0,"USB, PWM",6.47,0.731,42,1.8,BGA,2010,Medical
NXP,NXP-MCU495008,ARM Cortex-M4,72,2048,4,0.5,"PWM, Ethernet",5.83,0.641,38,3.3,TSSOP,2012,Wearable
Microchip,MIC-MCU495009,ARM Cortex-M0,120,256,2,4.0,"PWM, Ethernet",6.54,0.847,44,2.5,SOIC,2013,Industrial
Infineon,INF-MCU495010,ARM Cortex-M3,32,2048,4,0.5,"UART, USB, CAN, I2C",10.8,0.465,64,1.8,BGA,2008,Automotive
Nordic Semiconductor,NOR-MCU495011,ARM Cortex-M4,32,32,512,0.0,"SPI, PWM, UART",7.06,0.05,98,5.0,BGA,2020,Consumer
Texas Instruments,TEX-MCU495012,ARM Cortex-M3,168,64,8,2.0,"PWM, CAN",7.31,1.367,50,5.0,SOIC,2012,Consumer
