Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
NXP,NXP-MCU305000,RISC-V,16,2048,2,2.0,"USB, PWM",5.25,0.981,28,2.5,TSSOP,2005,IoT
STMicroelectronics,STM-MCU305001,AVR 8-bit,240,512,128,2.0,"USB, Ethernet, I2C",9.21,0.651,59,2.5,BGA,2023,Automotive
Silicon Labs,SIL-MCU305002,ARM Cortex-M0,48,64,16,4.0,"USB, I2C",4.56,0.07,13,1.8,BGA,2009,Consumer
Espressif,ESP-MCU305003,RISC-V,168,128,16,2.0,"Ethernet, USB",3.64,1.207,93,5.0,TSSOP,2018,Automotive
Texas Instruments,TEX-MCU305004,ARM Cortex-M4,48,32,4,8.0,"UART, Ethernet, PWM, CAN",2.24,1.451,21,2.5,DIP,2024,Automotive
Nordic Semiconductor,NOR-MCU305005,RISC-V,200,512,256,4.0,"PWM, UART, I2C, SPI",1.4,0.853,64,5.0,BGA,2008,Wearable
Silicon Labs,SIL-MCU305006,ARM Cortex-M7,168,128,1,2.0,"USB, CAN, UART, PWM, SPI",2.09,0.933,24,5.0,BGA,2020,Automotive
Silicon Labs,SIL-MCU305007,AVR 8-bit,200,2048,1,2.0,"UART, Ethernet",11.19,1.488,90,3.3,QFN,2021,Medical
Espressif,ESP-MCU305008,MIPS32,200,2048,512,8.0,"SPI, USB, I2C, UART",9.94,1.216,72,2.5,DIP,2008,Medical
Infineon,INF-MCU305009,8051,72,512,128,0.5,"Ethernet, I2C, CAN, USB",9.96,0.156,19,2.5,DIP,2015,IoT
Analog Devices,ANA-MCU305010,AVR 8-bit,48,16,128,2.0,"PWM, SPI, USB",10.46,1.086,19,1.8,SOIC,2015,IoT
Analog Devices,ANA-MCU305011,ARM Cortex-M4,480,64,64,2.0,"UART, PWM, USB",9.32,0.81,41,3.3,DIP,2020,Consumer
Nordic Semiconductor,NOR-MCU305012,MIPS32,168,256,4,0.5,"PWM, UART, SPI",2.91,0.443,42,2.5,DIP,2009,Wearable
Analog Devices,ANA-MCU305013,MIPS32,120,512,16,1.0,"Ethernet, PWM, SPI",8.51,0.886,6,5.0,DIP,2010,IoT
Nordic Semiconductor,NOR-MCU305014,ARM Cortex-M4,240,256,4,4.0,"CAN, Ethernet, USB, SPI",5.18,1.084,91,1.8,LQFP,2012,Medical
STMicroelectronics,STM-MCU305015,ARM Cortex-M7,200,64,128,8.0,"CAN, I2C",10.63,0.145,17,5.0,QFN,2016,Industrial
Silicon Labs,SIL-MCU305016,MIPS32,480,1024,16,0.0,"Ethernet, I2C, CAN, PWM, UART",4.0,1.447,21,5.0,QFN,2022,Automotive
Nordic Semiconductor,NOR-MCU305017,8051,168,2048,64,1.0,"Ethernet, SPI, PWM",11.93,1.266,52,3.3,TSSOP,2014,Consumer
Infineon,INF-MCU305018,8051,200,16,16,1.0,"PWM, SPI, I2C, Ethernet",6.27,0.478,93,5.0,SOIC,2014,IoT
