Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Infineon,INF-MCU405000,8051,8,64,1,0.0,"USB, I2C",3.1,0.993,43,1.8,BGA,2019,Consumer
Microchip,MIC-MCU405001,ARM Cortex-M0,168,128,64,8.0,"UART, I2C, USB",2.4,0.3,26,2.5,DIP,2024,Wearable
Renesas,REN-MCU405002,ARM Cortex-M4,32,256,2,8.0,"USB, SPI, Ethernet",2.8,0.825,60,5.0,QFN,2008,Automotive
Renesas,REN-MCU405003,ARM Cortex-M0,8,1024,8,2.0,"USB, Ethernet, I2C, CAN, UART",7.2,0.796,49,3.3,TSSOP,2008,Wearable
Analog Devices,ANA-MCU405004,ARM Cortex-M4,32,2048,128,4.0,"I2C, CAN",11.3,0.701,76,5.0,SOIC,2012,Medical
Analog Devices,ANA-MCU405005,ARM Cortex-M4,48,256,64,8.0,"SPI, PWM, USB, I2C",5.54,0.122,70,1.8,DIP,2010,Consumer
Nordic Semiconductor,NOR-MCU405006,ARM Cortex-M0,16,2048,16,1.0,"Ethernet, CAN",6.15,1.045,75,2.5,LQFP,2013,Medical
Infineon,INF-MCU405007,MIPS32,72,512,8,8.0,"I2C, PWM",1.82,1.272,52,2.5,LQFP,2023,Medical
NXP,NXP-MCU405008,AVR 8-bit,200,2048,1,2.0,"I2C, USB, PWM, SPI",7.03,0.131,81,2.5,SOIC,2012,Consumer
Espressif,ESP-MCU405009,RISC-V,200,256,8,4.0,"CAN, UART, PWM",7.0,0.21,32,1.8,DIP,2014,Wearable
Infineon,INF-MCU405010,AVR 8-bit,480,512,512,0.5,"CAN, PWM, Ethernet, UART",7.63,0.419,89,2.5,QFN,2015,Consumer
Silicon Labs,SIL-MCU405011,ARM Cortex-M7,200,512,16,2.0,"Ethernet, UART, USB, I2C",0.73,0.496,63,1.8,SOIC,2022,Wearable
Nordic Semiconductor,NOR-MCU405012,ARM Cortex-M4,200,1024,512,8.0,"I2C, UART, SPI",7.52,0.814,51,1.8,SOIC,2021,Consumer
Renesas,REN-MCU405013,ARM Cortex-M0,168,2048,8,8.0,"CAN, SPI, I2C, Ethernet, PWM",8.16,1.321,86,3.3,LQFP,2023,IoT
Infineon,INF-MCU405014,ARM Cortex-M3,8,512,4,0.5,"Ethernet, UART, SPI",6.34,0.199,10,1.8,QFN,2007,Medical
Microchip,MIC-MCU405015,ARM Cortex-M3,200,32,2,0.0,"UART, CAN",7.95,0.61,65,1.8,SOIC,2013,Medical
Infineon,INF-MCU405016,ARM Cortex-M4,240,256,512,0.5,"SPI, Ethernet, USB, PWM, I2C",8.9,0.633,7,3.3,SOIC,2016,Consumer
Infineon,INF-MCU405017,RISC-V,240,128,4,8.0,"PWM, USB",11.05,0.21,74,5.0,SOIC,2016,Consumer
Microchip,MIC-MCU405018,RISC-V,72,512,8,2.0,"UART, CAN",4.91,0.982,71,5.0,LQFP,2005,Consumer
STMicroelectronics,STM-MCU405019,ARM Cortex-M7,168,128,1,2.0,"CAN, I2C, USB, PWM, Ethernet",0.59,0.939,77,2.5,LQFP,2024,Consumer
Analog Devices,ANA-MCU405020,ARM Cortex-M7,480,64,2,8.0,"Ethernet, PWM, CAN, I2C",8.78,0.053,75,5.0,QFN,2024,Medical
NXP,NXP-MCU405021,ARM Cortex-M4,8,2048,4,1.0,"USB, Ethernet",7.96,0.687,72,1.8,TSSOP,2006,IoT
Renesas,REN-MCU405022,ARM Cortex-M7,240,16,512,0.5,"CAN, PWM, I2C, UART",1.43,1.025,9,3.3,TSSOP,2012,Medical
Infineon,INF-MCU405023,ARM Cortex-M4,16,16,2,1.0,"UART, SPI, USB",3.44,1.481,80,5.0,TSSOP,2006,Automotive
STMicroelectronics,STM-MCU405024,ARM Cortex-M4,8,64,32,1.0,"SPI, CAN",5.7,1.064,62,1.8,TSSOP,2008,Automotive
Texas Instruments,TEX-MCU405025,ARM Cortex-M4,168,512,64,4.0,"UART, PWM, CAN",7.68,1.257,60,3.3,SOIC,2013,Consumer
Infineon,INF-MCU405026,MIPS32,72,256,2,8.0,"PWM, UART, CAN, USB",8.57,0.108,54,1.8,QFN,2021,Wearable
Analog Devices,ANA-MCU405027,8051,16,512,16,0.5,"SPI, PWM",7.43,0.732,89,5.0,SOIC,2014,Industrial
Microchip,MIC-MCU405028,MIPS32,168,128,128,0.0,"I2C, Ethernet, USB, PWM",11.77,0.494,91,2.5,QFN,2019,IoT
NXP,NXP-MCU405029,ARM Cortex-M3,240,64,1,4.0,"PWM, Ethernet, UART",9.11,0.742,7,2.5,DIP,2011,Medical
STMicroelectronics,STM-MCU405030,AVR 8-bit,8,16,8,2.0,"Ethernet, I2C, PWM, CAN",5.82,1.109,93,1.8,DIP,2014,Wearable
