Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Infineon,INF-MCU190000,ARM Cortex-M7,240,64,256,0.0,"USB, PWM, CAN",11.44,0.82,72,2.5,LQFP,2012,IoT
Espressif,ESP-MCU190001,ARM Cortex-M4,168,32,64,2.0,"UART, I2C",8.98,1.426,97,5.0,DIP,2024,Automotive
Analog Devices,ANA-MCU190002,ARM Cortex-M0,32,16,2,0.5,"PWM, I2C, SPI, Ethernet, UART",6.94,1.291,82,3.3,DIP,2006,Automotive
NXP,NXP-MCU190003,MIPS32,168,256,128,4.0,"CAN, Ethernet",1.39,1.258,91,3.3,QFN,2015,Wearable
Analog Devices,ANA-MCU190004,ARM Cortex-M3,8,64,256,0.0,"PWM, Ethernet, USB",2.78,0.733,33,3.3,TSSOP,2020,Wearable
Espressif,ESP-MCU190005,RISC-V,16,256,2,2.0,"CAN, UART",2.98,1.374,43,3.3,SOIC,2009,Wearable
Nordic Semiconductor,NOR-MCU190006,ARM Cortex-M4,8,64,32,8.0,"Ethernet, SPI",6.94,0.191,68,1.8,LQFP,2008,Consumer
STMicroelectronics,STM-MCU190007,AVR 8-bit,8,2048,256,8.0,"CAN, PWM, I2C, UART, Ethernet",5.82,1.058,94,3.3,BGA,2012,Industrial
Infineon,INF-MCU190008,AVR 8-bit,480,128,64,8.0,"USB, Ethernet, PWM",4.18,0.042,39,1.8,SOIC,2022,Consumer
Espressif,ESP-MCU190009,ARM Cortex-M3,480,64,2,8.0,"Ethernet, SPI, USB, CAN, UART",11.48,0.897,36,2.5,DIP,2023,Medical
STMicroelectronics,STM-MCU190010,AVR 8-bit,16,256,64,8.0,"Ethernet, UART, PWM, I2C, CAN",1.21,0.037,43,1.8,QFN,2024,Consumer
STMicroelectronics,STM-MCU190011,8051,48,1024,2,2.0,"I2C, UART",1.2,0.804,78,5.0,BGA,2018,Consumer
Texas Instruments,TEX-MCU190012,ARM Cortex-M7,200,512,4,2.0,"USB, PWM, UART, SPI, Ethernet",4.64,1.447,65,1.8,DIP,2015,Automotive
Nordic Semiconductor,NOR-MCU190013,MIPS32,240,512,16,4.0,"USB, UART, PWM",7.28,0.767,45,1.8,LQFP,2017,Wearable
Nordic Semiconductor,NOR-MCU190014,AVR 8-bit,480,512,2,2.0,"PWM, I2C, Ethernet, UART, CAN",10.5,0.615,37,5.0,BGA,2021,Automotive
NXP,NXP-MCU190015,ARM Cortex-M4,120,2048,4,0.5,"UART, PWM, SPI, USB, CAN",8.57,1.389,12,2.5,QFN,2011,Consumer
STMicroelectronics,STM-MCU190016,AVR 8-bit,168,32,256,8.0,"SPI, I2C",10.02,1.424,9,3.3,DIP,2015,IoT
Infineon,INF-MCU190017,AVR 8-bit,120,32,128,0.0,"USB, UART, CAN, PWM, Ethernet",8.71,0.431,77,5.0,QFN,2008,Wearable
Silicon Labs,SIL-MCU190018,8051,72,256,2,8.0,"UART, PWM, Ethernet, SPI",2.48,0.319,49,2.5,DIP,2007,Wearable
Renesas,REN-MCU190019,8051,200,512,512,1.0,"CAN, Ethernet",5.01,0.434,57,2.5,TSSOP,2019,Consumer
Analog Devices,ANA-MCU190020,ARM Cortex-M3,240,256,64,1.0,"UART, Ethernet, PWM, CAN, USB",6.03,0.635,96,5.0,LQFP,2021,Automotive
Nordic Semiconductor,NOR-MCU190021,ARM Cortex-M4,8,1024,4,0.0,"UART, PWM, USB",1.22,1.198,64,3.3,BGA,2014,Industrial
Renesas,REN-MCU190022,ARM Cortex-M4,120,256,4,2.0,"USB, PWM, I2C, Ethernet, SPI",9.16,0.898,72,5.0,LQFP,2023,Wearable
Nordic Semiconductor,NOR-MCU190023,ARM Cortex-M0,72,32,4,8.0,"PWM, USB, Ethernet",1.25,0.039,48,5.0,BGA,2006,Automotive
